   0.0000000e+00	   3.9668200e-10	
   1.2500000e-01	   3.9668200e-10	
   2.5000000e-01	   1.5745319e-10	
   3.7500000e-01	   6.2950356e-11	
   5.0000000e-01	   4.6459816e-11	
   6.2500000e-01	   4.9426099e-11	
   7.5000000e-01	   9.4429742e-11	
   8.7500000e-01	   1.9260544e-11	
   1.0000000e+00	   1.7298068e-11	
   1.1250000e+00	   3.0848754e-11	
   1.2500000e+00	   2.1929037e-11	
   1.3750000e+00	   5.3917459e-12	
   1.5000000e+00	   1.5479526e-12	
   1.6250000e+00	   1.0012097e-12	
   1.7500000e+00	   7.1416912e-13	
   1.8750000e+00	   1.3675393e-12	
   2.0000000e+00	   2.3035750e-12	
   2.1250000e+00	   2.5303247e-12	
   2.2500000e+00	   1.3796303e-12	
   2.3750000e+00	   5.8093444e-13	
   2.5000000e+00	   2.6083652e-13	
   2.6250000e+00	   2.6049658e-13	
   2.7500000e+00	   1.8449884e-13	
   2.8750000e+00	   8.1684180e-14	
   3.0000000e+00	   5.6219075e-14	
   3.1250000e+00	   5.3924370e-14	
   3.2500000e+00	   5.7265646e-14	
   3.3750000e+00	   3.9844014e-14	
   3.5000000e+00	   3.5668131e-14	
   3.6250000e+00	   3.3257404e-14	
   3.7500000e+00	   4.3812815e-14	
   3.8750000e+00	   4.7667537e-14	
   4.0000000e+00	   3.9231901e-14	
   4.1250000e+00	   2.3389233e-14	
   4.2500000e+00	   2.2659968e-14	
   4.3750000e+00	   2.7295106e-14	
   4.5000000e+00	   2.4796864e-14	
   4.6250000e+00	   2.0047613e-14	
   4.7500000e+00	   1.5105965e-14	
   4.8750000e+00	   1.2305409e-14	
   5.0000000e+00	   1.4156649e-14	
   5.1250000e+00	   2.6685511e-14	
   5.2500000e+00	   3.3682911e-14	
   5.3750000e+00	   4.4559836e-14	
   5.5000000e+00	   8.9135651e-14	
   5.6250000e+00	   1.0988180e-13	
   5.7500000e+00	   1.5160478e-13	
   5.8750000e+00	   2.0834391e-13	
   6.0000000e+00	   2.7623318e-13	
   6.1250000e+00	   2.6672838e-13	
   6.2500000e+00	   2.3810412e-13	
   6.3750000e+00	   1.8821268e-13	
