   0.0000000e+00	   4.3659446e-10	
   1.2500000e-01	   4.3659446e-10	
   2.5000000e-01	   2.3405251e-10	
   3.7500000e-01	   9.3036501e-11	
   5.0000000e-01	   2.7690800e-11	
   6.2500000e-01	   1.1516898e-11	
   7.5000000e-01	   8.7698897e-11	
   8.7500000e-01	   1.0883148e-11	
   1.0000000e+00	   5.6503913e-12	
   1.1250000e+00	   3.0475843e-12	
   1.2500000e+00	   1.7964576e-12	
   1.3750000e+00	   6.6161687e-13	
   1.5000000e+00	   4.4411451e-13	
   1.6250000e+00	   3.7788549e-13	
   1.7500000e+00	   3.8378308e-13	
   1.8750000e+00	   3.3555147e-13	
   2.0000000e+00	   3.1513133e-13	
   2.1250000e+00	   8.8238542e-13	
   2.2500000e+00	   3.6173242e-13	
   2.3750000e+00	   1.8078852e-13	
   2.5000000e+00	   8.1383884e-14	
   2.6250000e+00	   5.6529884e-14	
   2.7500000e+00	   3.9677994e-14	
   2.8750000e+00	   2.7925992e-14	
   3.0000000e+00	   2.4479051e-14	
   3.1250000e+00	   2.1954886e-14	
   3.2500000e+00	   1.8690775e-14	
   3.3750000e+00	   1.5132607e-14	
   3.5000000e+00	   1.1140062e-14	
   3.6250000e+00	   1.5120720e-14	
   3.7500000e+00	   1.6773195e-14	
   3.8750000e+00	   1.1408598e-14	
   4.0000000e+00	   1.0713792e-14	
   4.1250000e+00	   7.7736988e-15	
   4.2500000e+00	   1.0145889e-14	
   4.3750000e+00	   9.1470789e-15	
   4.5000000e+00	   6.7509716e-15	
   4.6250000e+00	   8.2828871e-15	
   4.7500000e+00	   1.1748126e-14	
   4.8750000e+00	   9.6024929e-15	
   5.0000000e+00	   8.6447144e-15	
   5.1250000e+00	   1.1906502e-14	
   5.2500000e+00	   1.1630363e-14	
   5.3750000e+00	   9.9653929e-15	
   5.5000000e+00	   1.6189346e-14	
   5.6250000e+00	   3.5449773e-14	
   5.7500000e+00	   4.7567959e-14	
   5.8750000e+00	   4.6239123e-14	
   6.0000000e+00	   4.1953394e-14	
   6.1250000e+00	   4.9648890e-14	
   6.2500000e+00	   5.2207384e-14	
   6.3750000e+00	   3.7983695e-14	
   6.5000000e+00	   2.6767554e-14	
   6.6250000e+00	   2.1324868e-14	
   6.7500000e+00	   1.4018410e-14	
   6.8750000e+00	   1.1792559e-14	
   7.0000000e+00	   1.0931610e-14	
   7.1250000e+00	   9.7809709e-15	
   7.2500000e+00	   9.3057175e-15	
   7.3750000e+00	   1.0504490e-14	
   7.5000000e+00	   1.2824096e-14	
   7.6250000e+00	   1.5682204e-14	
   7.7500000e+00	   1.6167441e-14	
   7.8750000e+00	   1.3833708e-14	
   8.0000000e+00	   1.2234217e-14	
   8.1250000e+00	   1.1742692e-14	
   8.2500000e+00	   1.1057364e-14	
   8.3750000e+00	   1.1027565e-14	
   8.5000000e+00	   1.1569672e-14	
   8.6250000e+00	   9.5746792e-15	
   8.7500000e+00	   1.0737527e-14	
