%  # Frequency [Hz]      	   # S1 [h*Hz^-1/2]   	           # S3 I [h*Hz^-1/2]              # S3 II [h*Hz^-1/2]             # S4 [h*Hz^-1/2]             %   # S5 N&W [h*Hz^-1/2]            # S5 [h*Hz^-1/2]
   9.9549969650277852e+00	   2.7001565524150901e-15	   2.0521818095259855e-15	   3.8559363884900531e-15	   7.6306659553525709e-15	   6.0925182512725604e-16	   9.0514947575035110e-16	
   1.0209996887207986e+01	   2.1732574192824500e-15	   2.1965569911867747e-15	   2.8360447118026049e-15	   6.8561147521604337e-15	   4.4884110582628339e-16	   7.0396857887262669e-16	
   1.0464996809388186e+01	   1.9585735125453622e-15	   2.0121869408992165e-15	   2.2763477376974164e-15	   8.5238731738796270e-15	   3.4858217282897727e-16	   5.5269424681258497e-16	
   1.0719996731568386e+01	   2.1322616391656082e-15	   2.7706306900072126e-15	   2.8441738676874873e-15	   1.1583683882948539e-14	   2.8514940520683289e-16	   4.5771175902547977e-16	
   1.0974996653748587e+01	   1.9011617855154914e-15	   4.5376522487061445e-15	   3.3301735389917482e-15	   1.0082348285981506e-14	   2.4830244629937886e-16	   3.9703662233952953e-16	
   1.1229996575928787e+01	   1.6606611356482812e-15	   4.4678789441856137e-15	   3.7593564796589946e-15	   8.0051077508091891e-15	   2.5098866702591994e-16	   3.5476378787593140e-16	
   1.1484996498108988e+01	   1.4246175018072049e-15	   3.7655565001927166e-15	   3.7354578212138098e-15	   6.2757050768126593e-15	   2.9811452782042864e-16	   4.1691957187007229e-16	
   1.1739996420289188e+01	   1.3322320093445714e-15	   3.1017111683267568e-15	   2.8688070005517407e-15	   4.3840650958710716e-15	   3.3353525074406259e-16	   6.5629160695354488e-16	
   1.1994996342469388e+01	   1.5470538718284189e-15	   2.5890353976918001e-15	   2.5623917083178791e-15	   5.2709802614964828e-15	   3.6606042393494607e-16	   8.9568828739860069e-16	
   1.2249996264649589e+01	   1.5458276648335702e-15	   2.0331086536142501e-15	   2.0154046905705783e-15	   5.6687033517257565e-15	   2.6750554656966749e-16	   6.5598877733739068e-16	
   1.2504996186829789e+01	   1.4554107433581801e-15	   1.6720958045857142e-15	   1.3847528353073325e-15	   4.4750935636913824e-15	   1.5037317361454192e-16	   2.5513561594952529e-16	
   1.2759996109009990e+01	   1.3320274953484700e-15	   1.3406278249440055e-15	   1.1203740216638328e-15	   3.7542433391718690e-15	   1.0680997644529510e-16	   1.9137139510591544e-16	
   1.3014996031190190e+01	   1.2926609526917419e-15	   1.0518027963331587e-15	   8.2406874875144137e-16	   2.7675730557656124e-15	   1.5206333689309261e-16	   2.7734213097892713e-16	
   1.3269995953370390e+01	   1.2497762759076628e-15	   7.2412964975187126e-16	   8.3261489448528565e-16	   1.7337440217152941e-15	   1.7098149024820465e-16	   2.8340933936904003e-16	
   1.3524995875550591e+01	   1.1382661076988742e-15	   7.7777257391369529e-16	   8.2068478201073248e-16	   1.4734376560649020e-15	   9.5949479740732944e-17	   1.8436961043520771e-16	
   1.3779995797730791e+01	   1.0319862994080298e-15	   6.5136388540062615e-16	   8.1121202450692688e-16	   1.3584032076706783e-15	   6.3831408807808084e-17	   1.1159880164472149e-16	
   1.4034995719910992e+01	   9.6945086067436410e-16	   6.5898278224102150e-16	   7.9970239514236792e-16	   1.0893211189989076e-15	   6.4215025506732304e-17	   1.0798101655620272e-16	
   1.4289995642091192e+01	   9.0352021276547033e-16	   7.0904980580270895e-16	   7.0231312319788887e-16	   7.9671004010625451e-16	   7.4705375683083870e-17	   1.2823551425221410e-16	
   1.4544995564271392e+01	   7.8979101022430153e-16	   6.3865432446770974e-16	   7.0409871876361217e-16	   6.0119026733337361e-16	   9.2345527592339784e-17	   1.4446922845023175e-16	
   1.4799995486451593e+01	   9.3627166900720023e-16	   6.5954557069566019e-16	   6.4942774108132339e-16	   6.1715688957532178e-16	   8.4050415856317367e-17	   2.0146261534787792e-16	
   1.5054995408631793e+01	   1.0460106939712136e-15	   7.5119313104069234e-16	   8.0163592297489573e-16	   7.9430395242738593e-16	   7.8948171733296610e-17	   1.6035956867823963e-16	
   1.5309995330811994e+01	   9.2813839428680567e-16	   8.2485456296630766e-16	   8.1580693609748764e-16	   8.6931385176773722e-16	   7.2135815230091068e-17	   8.7441898517943450e-17	
   1.5564995252992194e+01	   8.1041681877682674e-16	   7.0298634979941365e-16	   7.4866151395585566e-16	   6.8544119217357797e-16	   8.6435258018221830e-17	   5.9061760661899174e-17	
   1.5819995175172394e+01	   7.6240186180063407e-16	   7.2972426980059931e-16	   6.7227890723764828e-16	   3.6465751001610178e-16	   8.8554709056971398e-17	   6.2785538863464744e-17	
   1.6074995097352595e+01	   6.9114594428889991e-16	   7.0788028734813178e-16	   7.1566351989673745e-16	   2.5258868765967577e-16	   9.5068081831777507e-17	   5.9524547816439200e-17	
   1.6329995019532795e+01	   7.2093915164146285e-16	   7.9206917766349973e-16	   8.3303558143905794e-16	   2.2780470150973789e-16	   1.5381216303257024e-16	   4.8949299651695362e-17	
   1.6584994941712996e+01	   6.9027484238349056e-16	   8.3035813281654985e-16	   9.2356198501894272e-16	   1.9312160139690442e-16	   1.7905327171098507e-16	   6.3008177722725788e-17	
   1.6839994863893196e+01	   6.8531227337854736e-16	   9.7328109939947856e-16	   9.4640367575945147e-16	   1.6220430482340734e-16	   1.8108176246823304e-16	   4.9777473451113672e-17	
   1.7094994786073396e+01	   6.2898396750383050e-16	   9.8645752794203437e-16	   9.5806780884445861e-16	   1.4535594715523322e-16	   1.6298427295906689e-16	   3.9271976545465482e-17	
   1.7349994708253597e+01	   5.3837023724860479e-16	   9.9633127968047182e-16	   9.6787501307696258e-16	   1.1610037607164480e-16	   1.2077133447601127e-16	   3.8312334532790903e-17	
   1.7604994630433797e+01	   5.6323825085033415e-16	   1.0455688172350380e-15	   1.1570263994154030e-15	   2.1076169879862577e-16	   1.2306829116607531e-16	   4.5011121376818541e-17	
   1.7859994552613998e+01	   5.6259132417780104e-16	   1.0897564018540107e-15	   1.0191582114948653e-15	   2.6458770912418897e-16	   3.3833419610948543e-16	   4.5953565486058174e-17	
   1.8114994474794198e+01	   4.1601678325126334e-16	   1.1887957021579624e-15	   8.6857456721678325e-16	   1.2053531131065518e-16	   3.6832275600474190e-16	   4.4703791431260009e-17	
   1.8369994396974398e+01	   3.7046110111878493e-16	   1.1092790741418820e-15	   8.6482808943111754e-16	   9.9625190671183104e-17	   1.0840266620291199e-16	   3.4290767932484562e-17	
   1.8624994319154599e+01	   3.6198449200411878e-16	   1.1524603652476196e-15	   7.4739016503638372e-16	   8.5372968685674386e-17	   3.7522988298371735e-17	   2.4952544169400629e-17	
   1.8879994241334799e+01	   3.4397235173657504e-16	   1.1382022097465881e-15	   6.1433597712937537e-16	   6.5248709136215734e-17	   2.6241323753980069e-17	   1.9081007710198130e-17	
   1.9134994163515000e+01	   3.7746586754602003e-16	   1.0713479791919949e-15	   6.3147333669414355e-16	   6.9219565605991717e-17	   2.7489818507510733e-17	   1.6286005559615464e-17	
   1.9389994085695200e+01	   3.4635286713746839e-16	   1.0203915311278985e-15	   6.6640030500418193e-16	   6.9390994370174055e-17	   2.5521761913908342e-17	   1.5540332831391907e-17	
   1.9644994007875400e+01	   3.1301822814278041e-16	   1.1462454784040526e-15	   6.5150187950644848e-16	   6.8746244431175617e-17	   2.2364051820035622e-17	   1.6176079577419753e-17	
   1.9899993930055601e+01	   3.1898179697130067e-16	   1.3394100780033944e-15	   7.7514131081217674e-16	   5.6649192375377027e-17	   1.4529856438524118e-17	   1.9520660036143803e-17	
   2.0154993852235801e+01	   2.9520800774323967e-16	   1.3413989567774772e-15	   7.5602413805005136e-16	   5.1855784966745076e-17	   1.1562827946501965e-17	   2.9968211708652702e-17	
   2.0409993774416002e+01	   2.9910408542671481e-16	   1.3107149551746592e-15	   9.0745907130038171e-16	   5.6238705224981579e-17	   1.3197156422609505e-17	   2.0530025987721066e-17	
   2.0664993696596202e+01	   2.5762265553667218e-16	   1.2450391624681485e-15	   7.5596967600376860e-16	   6.0659262400133334e-17	   1.4086304282696471e-17	   1.4617900414423115e-17	
   2.0919993618776402e+01	   2.3051469764477409e-16	   1.2227031682701083e-15	   6.2245258191077131e-16	   5.2373681452518286e-17	   1.3117868115176130e-17	   1.1514561189495325e-17	
   2.1174993540956603e+01	   2.3185250633023771e-16	   1.0991162264114541e-15	   6.3603791221443340e-16	   5.4585092564463605e-17	   2.0435762054044775e-17	   1.0724008063788941e-17	
   2.1429993463136803e+01	   1.8239742250173883e-16	   1.0659667567038015e-15	   7.2182928653511806e-16	   6.2299826835274854e-17	   1.8978036089135957e-17	   1.1814345203347819e-17	
   2.1684993385317004e+01	   1.5993239821018300e-16	   9.1618347782032485e-16	   6.9903293019820535e-16	   1.2333316235255839e-16	   4.3394850622772999e-17	   3.4312308472372034e-17	
   2.1939993307497204e+01	   1.6279347509106829e-16	   8.2471319876570520e-16	   5.6695574305237078e-16	   1.2085730860643259e-16	   4.4324682458217224e-17	   3.4090143678011094e-17	
   2.2194993229677404e+01	   1.5676084691993263e-16	   8.3092439506589523e-16	   6.1174572786887709e-16	   6.2356841023211210e-17	   3.1691146644463807e-17	   9.9696712092684960e-18	
   2.2449993151857605e+01	   1.6512346457557220e-16	   1.0671481675388294e-15	   7.6868425557229159e-16	   1.0851198377344644e-16	   3.8371758444012582e-17	   7.3832852757732595e-18	
   2.2704993074037805e+01	   1.6350427436839705e-16	   1.1668458104261705e-15	   6.6119606068705317e-16	   7.3327275343163206e-17	   1.8473485438462002e-17	   1.0661398252946835e-17	
   2.2959992996218006e+01	   1.4094628929387671e-16	   7.5698120906605308e-16	   4.8229268256806115e-16	   3.5723800482707554e-17	   1.7484057183012863e-17	   1.5185548854606167e-17	
   2.3214992918398206e+01	   1.3315581430196898e-16	   5.7442808237037733e-16	   4.2817267617289932e-16	   3.4597123286849628e-17	   1.2750670433769352e-17	   1.2656158554425791e-17	
   2.3469992840578406e+01	   1.4096746560825794e-16	   4.7302994282026464e-16	   3.3503337161612378e-16	   4.0207634669568346e-17	   1.2270955991401076e-17	   1.3726812332203912e-17	
   2.3724992762758607e+01	   1.4655607304627585e-16	   4.5215252403809309e-16	   3.8297180426309250e-16	   7.3885704856030161e-17	   2.2077898250841164e-17	   3.4240602924974554e-17	
   2.3979992684938807e+01	   1.4946894801145255e-16	   7.1835023362741139e-16	   4.8679116416453620e-16	   9.2583751869694992e-17	   1.9511291005495928e-17	   2.6038669135360419e-17	
   2.4234992607119008e+01	   1.0745096203254440e-16	   4.9453710586145423e-16	   3.3509549780604414e-16	   4.8079685518830968e-17	   1.1590334189188500e-17	   1.6791737893569062e-17	
   2.4489992529299208e+01	   1.0515605079107603e-16	   2.5428494370388867e-16	   2.3122800760467980e-16	   2.4965533712962871e-17	   9.2778728641379405e-18	   2.8219551055684096e-17	
   2.4744992451479408e+01	   8.6780927073872779e-17	   2.4011973335561569e-16	   1.9277119185793017e-16	   2.5645923392279497e-17	   7.1324468573525313e-18	   2.2567501416601885e-17	
   2.4999992373659609e+01	   9.6185085216001457e-17	   2.4792005160094280e-16	   1.4580841425708665e-16	   2.1744508242807214e-17	   5.6456127415237964e-18	   7.1685515856436228e-18	
   2.5254992295839809e+01	   9.8647672690237331e-17	   2.0775828514414201e-16	   1.1622443908068789e-16	   1.9627219429328807e-17	   6.3649167266979446e-18	   7.3967056390717862e-18	
   2.5509992218020010e+01	   9.3296875501454549e-17	   1.6936270159910801e-16	   1.1546839237903959e-16	   1.8626895028187989e-17	   5.5286151534478493e-18	   6.0983342841314591e-18	
   2.5764992140200210e+01	   9.2885322326937780e-17	   1.3779082237960088e-16	   9.0302725450773127e-17	   1.6682778035438103e-17	   6.1500702065743084e-18	   7.0831670782140397e-18	
   2.6019992062380410e+01	   8.3955579258765765e-17	   1.2273334451522581e-16	   7.8384895739631730e-17	   1.4610558908220885e-17	   6.3477251441123040e-18	   6.7212935228289889e-18	
   2.6274991984560611e+01	   7.8087441213809238e-17	   1.1471541731611857e-16	   6.2863100784925669e-17	   1.6720814380907316e-17	   5.0627482258464056e-18	   7.5789587977726668e-18	
   2.6529991906740811e+01	   8.0834585418053557e-17	   1.2866378822201267e-16	   5.5869395551236236e-17	   1.7653446864268644e-17	   4.0976320156721820e-18	   7.0086024669348683e-18	
   2.6784991828921012e+01	   7.3444180285925436e-17	   1.0538744110312065e-16	   5.7559790014973042e-17	   1.5808763740591347e-17	   4.1574817314185113e-18	   5.7620658176541955e-18	
   2.7039991751101212e+01	   7.8410776517509965e-17	   1.0442764704621438e-16	   5.7072370784050173e-17	   1.5446805378642464e-17	   3.7338660351098202e-18	   5.8668936162029446e-18	
   2.7294991673281412e+01	   7.9543541412369216e-17	   9.8286039780076970e-17	   4.7514308159487429e-17	   1.5709224275211091e-17	   4.1411176099458325e-18	   6.0923794127044342e-18	
   2.7549991595461613e+01	   6.5400806900635098e-17	   1.0440075741402242e-16	   3.6950083395879272e-17	   1.4838485397772378e-17	   4.0864709918842800e-18	   4.6960548374527619e-18	
   2.7804991517641813e+01	   7.2186720977993260e-17	   9.2905036404818842e-17	   3.6791479345922107e-17	   1.3257219324976267e-17	   3.1897620272481345e-18	   4.6296407137666173e-18	
   2.8059991439822014e+01	   7.7171368915477274e-17	   8.9504525219662952e-17	   4.3490826077443350e-17	   1.1150148202182987e-17	   3.4109516997492929e-18	   4.6166190857203821e-18	
   2.8314991362002214e+01	   7.5252475025400336e-17	   8.7574397629891034e-17	   3.4204826198017912e-17	   1.0806607004635581e-17	   3.7654614598372910e-18	   4.2897899871497358e-18	
   2.8569991284182414e+01	   7.1736917379474043e-17	   8.4201218395168696e-17	   3.5010805542321440e-17	   1.1400222366501737e-17	   3.4420156275361956e-18	   4.3229837209789512e-18	
   2.8824991206362615e+01	   8.7753542825840537e-17	   7.7191087872691990e-17	   4.2384725584105627e-17	   9.7791202487094270e-18	   3.6284705069896036e-18	   4.6910322721837054e-18	
   2.9079991128542815e+01	   1.0241846440442767e-16	   7.8235300704338069e-17	   3.9477449137861626e-17	   9.4336562895461776e-18	   3.4499216034757334e-18	   5.5694944460320031e-18	
   2.9334991050723016e+01	   1.4917540990705148e-16	   7.0672084108315863e-17	   3.5913415269659413e-17	   9.5557458348214826e-18	   3.7015647378214200e-18	   4.8697216903720396e-18	
   2.9589990972903216e+01	   1.8662812773385474e-16	   7.6062100562898393e-17	   4.2475673004379727e-17	   1.2450507811955133e-17	   3.7088721454957706e-18	   5.5554443377587867e-18	
   2.9844990895083416e+01	   1.8636624097238485e-16	   8.5658510132297797e-17	   3.4142340731922468e-17	   1.1400657971566937e-17	   2.6202447213813083e-18	   5.9282142033453749e-18	
   3.0099990817263617e+01	   1.5057187779239850e-16	   8.3320679331374074e-17	   3.6519581605967753e-17	   1.2295315229934716e-17	   2.3956417052810894e-18	   5.3287913632606218e-18	
   3.0354990739443817e+01	   8.9298946520792304e-17	   7.2929140946687965e-17	   4.6136362630614915e-17	   1.6062451167623048e-17	   2.1443127993111576e-18	   5.4519665410164601e-18	
   3.0609990661624018e+01	   6.4107051749324729e-17	   8.2171443753455308e-17	   4.8271593171173554e-17	   1.7502587353147931e-17	   2.2821905765412505e-18	   4.5104579407668849e-18	
   3.0864990583804218e+01	   6.2610806753483976e-17	   7.5856842542015105e-17	   4.0085812393944693e-17	   1.3833765137400122e-17	   2.8107076013809840e-18	   5.0922085415320262e-18	
   3.1119990505984418e+01	   4.5599249051986361e-17	   7.8634509485268232e-17	   3.9593896263871935e-17	   1.3146829671615461e-17	   2.7371341567701234e-18	   5.9386978632739631e-18	
   3.1374990428164619e+01	   4.7969820818886684e-17	   8.3229375159121158e-17	   4.0717481766573105e-17	   1.4057060384306175e-17	   2.9796325880750877e-18	   4.8140415422917673e-18	
   3.1629990350344819e+01	   4.9940262042962273e-17	   7.1309186531289056e-17	   3.6538732622438958e-17	   1.0462088706563264e-17	   2.3837436466898677e-18	   5.3355610809951781e-18	
   3.1884990272525020e+01	   4.4759312381990007e-17	   7.2646358554068161e-17	   4.1255576421097797e-17	   1.2962487105711032e-17	   1.5237477008235995e-18	   5.5516210679253269e-18	
   3.2139990194705220e+01	   5.6573500966948102e-17	   2.1043431733290441e-16	   1.0089080613581951e-16	   2.5917352923611616e-17	   1.1843581253598799e-18	   2.9408989884127488e-18	
   3.2394990116885417e+01	   5.2245206329132263e-17	   2.3874092692389157e-16	   1.1213692493519623e-16	   2.3848956383394932e-17	   1.2165434749534509e-18	   2.0702757882984408e-18	
   3.2649990039065614e+01	   4.3517988540644470e-17	   1.0658660628124919e-16	   5.7939079236658034e-17	   6.3374457376019803e-18	   1.7288564369986969e-18	   3.8353036945639377e-18	
   3.2904989961245811e+01	   4.4885538442665982e-17	   9.4979980278590662e-17	   4.0551966882224109e-17	   4.7359369765323349e-18	   1.7802669744701338e-18	   3.4360894372999531e-18	
   3.3159989883426007e+01	   4.0073352981160776e-17	   1.0683244641104626e-16	   3.5450847548488596e-17	   5.2738867843190779e-18	   2.4895325183576530e-18	   3.9438627510534648e-18	
   3.3414989805606204e+01	   3.5608035750457835e-17	   1.2235989014328985e-16	   4.2235211399646392e-17	   6.6722770033986200e-18	   3.8072563508916088e-18	   6.8945484412309958e-18	
   3.3669989727786401e+01	   3.7871190016576311e-17	   1.3053030085459623e-16	   4.4969251997056904e-17	   1.1766627852408901e-17	   5.9904926847338995e-18	   9.2787244075791311e-18	
   3.3924989649966598e+01	   4.3929619737411772e-17	   1.0630864245206131e-16	   5.2248542993638527e-17	   1.6374811825970059e-17	   1.1531891564821808e-17	   2.1710393766706495e-17	
   3.4179989572146795e+01	   4.4355152032158150e-17	   7.7158070281907883e-17	   4.4365448114938049e-17	   1.8594879916622361e-17	   1.3432214640193037e-17	   3.2053101331854599e-17	
   3.4434989494326992e+01	   3.9486228459919350e-17	   8.0105123270371768e-17	   4.0597119416461491e-17	   2.8024893549191054e-17	   8.0837942054100843e-18	   2.2739110720544251e-17	
   3.4689989416507188e+01	   3.8908928463301910e-17	   7.7853911962067228e-17	   3.3493510093282863e-17	   1.4356548638486730e-17	   3.0749702030683422e-18	   6.3292030680916987e-18	
