   9.9549969650277852e+00	   7.6306659553525709e-15	
   1.0209996887207986e+01	   6.8561147521604337e-15	
   1.0464996809388186e+01	   8.5238731738796270e-15	
   1.0719996731568386e+01	   1.1583683882948539e-14	
   1.0974996653748587e+01	   1.0082348285981506e-14	
   1.1229996575928787e+01	   8.0051077508091891e-15	
   1.1484996498108988e+01	   6.2757050768126593e-15	
   1.1739996420289188e+01	   4.3840650958710716e-15	
   1.1994996342469388e+01	   5.2709802614964828e-15	
   1.2249996264649589e+01	   5.6687033517257565e-15	
   1.2504996186829789e+01	   4.4750935636913824e-15	
   1.2759996109009990e+01	   3.7542433391718690e-15	
   1.3014996031190190e+01	   2.7675730557656124e-15	
   1.3269995953370390e+01	   1.7337440217152941e-15	
   1.3524995875550591e+01	   1.4734376560649020e-15	
   1.3779995797730791e+01	   1.3584032076706783e-15	
   1.4034995719910992e+01	   1.0893211189989076e-15	
   1.4289995642091192e+01	   7.9671004010625451e-16	
   1.4544995564271392e+01	   6.0119026733337361e-16	
   1.4799995486451593e+01	   6.1715688957532178e-16	
   1.5054995408631793e+01	   7.9430395242738593e-16	
   1.5309995330811994e+01	   8.6931385176773722e-16	
   1.5564995252992194e+01	   6.8544119217357797e-16	
   1.5819995175172394e+01	   3.6465751001610178e-16	
   1.6074995097352595e+01	   2.5258868765967577e-16	
   1.6329995019532795e+01	   2.2780470150973789e-16	
   1.6584994941712996e+01	   1.9312160139690442e-16	
   1.6839994863893196e+01	   1.6220430482340734e-16	
   1.7094994786073396e+01	   1.4535594715523322e-16	
   1.7349994708253597e+01	   1.1610037607164480e-16	
   1.7604994630433797e+01	   2.1076169879862577e-16	
   1.7859994552613998e+01	   2.6458770912418897e-16	
   1.8114994474794198e+01	   1.2053531131065518e-16	
   1.8369994396974398e+01	   9.9625190671183104e-17	
   1.8624994319154599e+01	   8.5372968685674386e-17	
   1.8879994241334799e+01	   6.5248709136215734e-17	
   1.9134994163515000e+01	   6.9219565605991717e-17	
   1.9389994085695200e+01	   6.9390994370174055e-17	
   1.9644994007875400e+01	   6.8746244431175617e-17	
   1.9899993930055601e+01	   5.6649192375377027e-17	
   2.0154993852235801e+01	   5.1855784966745076e-17	
   2.0409993774416002e+01	   5.6238705224981579e-17	
   2.0664993696596202e+01	   6.0659262400133334e-17	
   2.0919993618776402e+01	   5.2373681452518286e-17	
   2.1174993540956603e+01	   5.4585092564463605e-17	
   2.1429993463136803e+01	   6.2299826835274854e-17	
   2.1684993385317004e+01	   1.2333316235255839e-16	
   2.1939993307497204e+01	   1.2085730860643259e-16	
   2.2194993229677404e+01	   6.2356841023211210e-17	
   2.2449993151857605e+01	   1.0851198377344644e-16	
   2.2704993074037805e+01	   7.3327275343163206e-17	
   2.2959992996218006e+01	   3.5723800482707554e-17	
   2.3214992918398206e+01	   3.4597123286849628e-17	
   2.3469992840578406e+01	   4.0207634669568346e-17	
   2.3724992762758607e+01	   7.3885704856030161e-17	
   2.3979992684938807e+01	   9.2583751869694992e-17	
   2.4234992607119008e+01	   4.8079685518830968e-17	
   2.4489992529299208e+01	   2.4965533712962871e-17	
   2.4744992451479408e+01	   2.5645923392279497e-17	
   2.4999992373659609e+01	   2.1744508242807214e-17	
   2.5254992295839809e+01	   1.9627219429328807e-17	
   2.5509992218020010e+01	   1.8626895028187989e-17	
