0.125	1.5719e-09
0.25	1.1142e-09
0.375	4.7516e-10
0.5	3.4208e-10
0.625	9.4503e-10
0.75	2.0143e-09
0.875	2.2387e-10
1	5.2014e-11
1.125	3.5447e-11
1.25	1.9635e-11
1.375	6.8724e-12
1.5	2.7503e-12
1.625	2.4483e-12
1.75	1.6467e-12
1.875	2.1582e-12
2	1.7915e-12
2.125	2.3412e-12
2.25	2.0831e-12
2.375	1.48e-12
2.5	8.1173e-13
2.625	4.4056e-13
2.75	3.4514e-13
2.875	2.1339e-13
3	9.9331e-14
3.125	6.5488e-14
3.25	6.7509e-14
3.375	4.7208e-14
3.5	3.2581e-14
3.625	4.3484e-14
3.75	5.8737e-14
3.875	3.4675e-14
4	2.458e-14
4.125	2.1511e-14
4.25	2.8343e-14
4.375	3.428e-14
4.5	3.0161e-14
4.625	4.228e-14
4.75	4.3744e-14
4.875	2.0677e-14
5	1.5735e-14
5.125	1.3823e-14
5.25	1.4369e-14
5.375	9.791e-14
5.5	2.203e-13
5.625	2.5037e-13
5.75	2.3561e-13
5.875	3.4799e-13
6	5.6927e-13
6.125	5.0091e-13
6.25	5.5307e-13
6.375	5.4961e-13
6.5	2.1806e-13
6.625	7.0887e-14
6.75	5.7307e-14
6.875	4.8012e-14
7	4.1984e-14
7.125	3.1217e-14
7.25	3.6326e-14
7.375	3.2235e-14
7.5	2.317e-14
7.625	1.6739e-14
7.75	1.2679e-14
7.875	1.7678e-14
8	1.5111e-14
8.125	1.0275e-14
8.25	8.6671e-15
8.375	7.874e-15
8.5	7.9035e-15
8.625	1.0269e-14
8.75	8.043e-15
8.875	8.1811e-15
9	7.7197e-15
9.125	6.2675e-15
9.25	4.6641e-15
9.375	8.4215e-15
9.5	9.0948e-15
9.625	7.1807e-15
9.75	8.0425e-15
9.875	9.5902e-15
10	1.7742e-14
10.125	1.5979e-14
10.25	1.2667e-14
10.375	1.1858e-14
10.5	1.0428e-14
10.625	1.0419e-14
10.75	7.8152e-15
10.875	6.5669e-15
11	5.4884e-15
11.125	4.0965e-15
11.25	5.51e-15
11.375	5.3691e-15
11.5	5.2265e-15
11.625	5.9838e-15
11.75	1.2313e-14
11.875	1.8728e-14
12	1.2332e-14
12.125	6.2052e-15
12.25	4.3623e-15
12.375	2.1711e-15
12.5	1.7537e-15
12.625	1.5032e-15
12.75	2.5495e-15
12.875	2.5172e-15
13	2.3925e-15
13.125	3.9146e-15
13.25	4.5023e-15
13.375	2.787e-15
13.5	2.7315e-15
13.625	3.6333e-15
13.75	3.9292e-15
13.875	3.2814e-15
14	2.7872e-15
14.125	2.5105e-15
14.25	2.2394e-15
14.375	3.616e-15
14.5	3.7718e-15
14.625	2.2347e-15
14.75	2.1005e-15
14.875	2.5866e-15
15	2.2189e-15
15.125	3.1843e-15
15.25	5.4583e-15
15.375	6.3649e-15
15.5	5.5884e-15
15.625	2.4465e-15
15.75	1.6761e-15
15.875	1.9801e-15
16	1.5776e-15
16.125	1.1755e-15
16.25	1.0853e-15
16.375	8.0738e-16
16.5	5.9969e-16
16.625	7.7442e-16
16.75	7.947e-16
16.875	5.932e-16
17	4.4917e-16
17.125	4.7829e-16
17.25	7.3056e-16
17.375	2.0544e-15
17.5	2.0041e-15
17.625	6.0823e-16
17.75	3.5295e-16
17.875	2.2423e-16
18	2.9661e-16
18.125	4.0833e-16
18.25	3.5356e-16
18.375	2.6138e-16
18.5	2.9677e-16
18.625	4.1299e-16
18.75	3.8021e-16
18.875	6.0688e-16
19	8.5674e-16
19.125	8.1828e-16
19.25	7.3292e-16
19.375	4.0417e-16
19.5	2.9271e-16
19.625	3.0111e-16
19.75	2.6271e-16
19.875	3.6778e-16
20	3.9988e-16
20.125	5.0375e-16
20.25	3.9958e-16
20.375	3.2301e-16
20.5	4.3405e-16
20.625	3.5418e-16
20.75	2.5831e-16
20.875	4.9245e-16
21	6.0536e-16
21.125	4.2257e-16
21.25	3.8205e-16
21.375	2.3796e-16
21.5	2.2393e-16
21.625	2.1015e-16
21.75	1.8804e-16
21.875	1.925e-16
22	1.8675e-16
22.125	1.9715e-16
22.25	2.1598e-16
22.375	1.5983e-16
22.5	1.5997e-16
22.625	1.2633e-16
22.75	1.2817e-16
22.875	1.4024e-16
23	1.4508e-16
23.125	1.976e-16
23.25	2.5669e-16
23.375	2.4164e-16
23.5	2.4929e-16
23.625	2.131e-16
23.75	1.7424e-16
23.875	2.0113e-16
24	2.1773e-16
24.125	2.0145e-16
24.25	1.573e-16
